"ValueClassification","Value","DescriptionClassification","Description","DeprecationDate"
"(U) ","ACPI","(U) ","ATTORNEY-CLIENT PRIVILEGED INFO",
"(U) ","AWP","(U) ","ATTORNEY WORK PRODUCT",
"(U) ","CUSPI","(U) ","CONTENTS INCLUDE US PERSON INFORMATION",
"(U) ","DPPD","(U) ","DELIBERATIVE PROCESS PRIVILEGED DOCUMENT",
"(U) ","HVCO","(U) ","HANDLE VIA CHANNELS ONLY",
"(U) ","SSS","(U) ","SOURCE SELECTION SENSITIVE",

